"ID","lift","sq_mtrs","floor_build","available","log_cfees","stairs","hc","log_age","sell_price","logp_mq","baths_n","rooms_n","energy_class_1","energy_class_3","energy_class_4","energy_class_5","energy_class_6","energy_class_7","energy_class_8","cond_1","cond_2","cond_3","cond_4","cp_box","cp_shared","nord","est","sud","ovest","centro","feat_security_door","feat_centralized_tv_system","feat_optic_fiber","feat_balcony","feat_cellar","feat_video_entryphone","feat_electric_gate","feat_shared_garden","feat_full_day_concierge","feat_double_exposure"
1314,1,48,19,1,4.779123,4,1,4.26268,155000,8.079979,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1
1315,1,129,21,0,5.680173,2,1,4.189655,295000,7.734918,2,4,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
1316,0,88,20,1,5.525453,2,1,4.26268,620000,8.860138,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
1317,1,170,23,0,6.073045,7,1,4.110874,990000,8.669662,2,4,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
1318,0,100,21,0,5.117994,11,1,4.26268,290000,7.972466,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1319,1,140,19,1,5.673323,4,1,4.663439,775000,8.618976,2,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
1320,1,140,20,1,5.252273,6,1,2.079442,760000,8.599431,2,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
1321,0,76,19,0,5.081404,3,0,4.615121,245000,8.07828,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
1322,1,75,23,1,5.252273,6,1,4.26268,515000,8.834434,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
1323,1,97,23,1,5.252273,7,0,2.079442,475000,8.496359,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0
1324,1,120,19,0,5.01728,4,0,4.663439,750000,8.740337,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1325,1,104,19,1,5.252273,2,1,4.26268,395000,8.24225,2,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
1326,0,48,19,1,4.26268,2,0,4.26268,175000,8.20134,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1327,1,119,22,1,5.252273,11,0,1.791759,508000,8.359113,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1
1328,1,60,19,0,4.836282,2,1,4.615121,330000,8.612503,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1329,1,275,21,1,6.311735,3,1,4.553877,1897500,8.839277,4,6,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
1330,0,91,19,0,5.117994,2,0,4.94876,595000,8.785457,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1
1331,1,60,21,1,4.615121,5,1,1.94591,324000,8.594154,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0
1332,1,51,21,1,3.931826,11,0,4.26268,215000,8.346568,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
1333,1,75,23,1,5.993961,3,1,4.248495,359000,8.47359,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1
1334,1,40,19,0,4.89784,5,1,4.70953,285000,8.871365,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0
1335,1,75,20,1,4.615121,6,0,4.875197,450000,8.699515,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
1336,1,95,21,0,5.342334,2,1,3.931826,330000,8.152971,1,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
1337,1,60,12,1,5.303305,11,0,6.118097,510000,9.047821,1,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0
1338,1,115,21,0,5.525453,3,1,4.110874,440000,8.249598,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1
1339,1,80,21,1,5.01728,3,1,4.394449,489000,8.718091,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0
1340,1,53,23,1,5.01728,9,1,1.94591,299000,8.637907,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0
1341,1,124,12,1,4.615121,3,0,2.079442,550000,8.397392,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
1342,0,65,19,1,5.384495,4,1,4.26268,270000,8.33179,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0
1343,1,50,22,1,4.007333,6,0,4.615121,420000,9.035987,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0
1344,0,60,1,1,4.615121,2,0,2.079442,285000,8.4659,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1
1345,1,70,19,1,5.26269,4,1,4.158883,199000,7.952565,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1
1346,0,50,19,1,4.110874,5,0,4.615121,164000,8.095599,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1347,1,190,21,1,6.216606,5,1,4.26268,1200000,8.750808,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
1348,1,112,23,1,5.860786,3,1,4.26268,539000,8.478972,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
1349,1,50,21,1,5.303305,6,1,4.26268,238000,8.468003,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1350,1,143,1,1,5.303305,2,1,2.197225,928000,8.777942,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0
1351,1,140,23,0,6.216606,9,1,4.26268,739000,8.571411,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0
1352,1,125,24,1,5.252273,9,1,4.26268,898000,8.879612,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
1353,0,46,19,1,4.430817,5,1,4.26268,155000,8.122539,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1354,1,60,18,1,5.123964,2,1,4.26268,269000,8.408122,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0
1355,1,137,5,1,5.198497,8,1,1.609438,671000,8.496543,2,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
1356,0,70,20,1,5.252273,6,0,4.26268,350000,8.517193,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
1357,1,266,18,1,6.216606,3,1,3.135494,1150000,8.371776,2,5,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1358,1,64,21,1,5.303305,2,1,4.70953,335000,8.563003,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0
1359,1,75,20,1,5.420535,3,1,4.26268,595000,8.978829,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1
1360,1,73,20,1,5.342334,11,1,4.26268,690000,9.153987,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0
1361,0,88,18,1,5.375278,3,1,4.189655,319000,8.19561,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1
1362,1,200,22,0,6.216606,5,1,4.564348,890000,8.400659,2,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1
1363,0,60,19,1,5.123964,2,1,4.26268,189000,8.055158,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1364,1,54,20,1,5.252273,6,1,2.564949,198000,8.207038,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
1365,1,82,18,1,4.615121,4,0,4.615121,395000,8.479922,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1366,1,105,22,1,5.252273,3,1,4.26268,612000,8.670527,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
1367,0,225,18,1,5.252273,3,0,4.875197,1150000,8.539172,2,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
1368,1,55,19,1,4.795791,5,1,4.26268,149000,7.904368,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0
1369,1,70,22,1,5.351858,2,1,4.158883,435000,8.734606,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0
1370,0,50,19,1,3.931826,11,1,4.110874,196000,8.273847,1,2,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0
1371,0,22,18,1,4.615121,4,0,4.369448,135000,8.721988,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
1372,0,45,19,1,4.615121,2,0,4.26268,250000,8.622554,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0
1373,1,101,21,1,5.303305,3,1,2.079442,480000,8.466421,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1
1374,1,130,2,1,5.252273,3,0,2.302585,620000,8.46994,2,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1
1375,0,76,18,0,4.875197,4,0,4.644391,420000,8.617277,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,0,60,18,1,4.110874,2,1,4.394449,320000,8.581732,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0
1377,0,57,18,0,5.303305,4,1,4.26268,205000,8.187714,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
1378,0,90,20,1,5.111988,2,0,4.394449,550000,8.717864,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1379,1,131,23,1,5.525453,2,1,4.875197,550000,8.342476,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0
1380,1,43,19,1,3.931826,2,0,4.836282,285000,8.799044,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
1381,0,55,18,1,4.330733,2,0,4.615121,149000,7.904368,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1382,1,111,19,1,5.525453,4,1,4.26268,1070000,9.173639,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0
1383,1,80,23,1,5.303305,9,1,4.26268,365000,8.425626,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0
1384,1,160,23,1,6.216606,7,1,4.110874,795000,8.510924,2,5,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
1385,1,120,23,1,5.929589,4,1,4.110874,1090000,9.114197,2,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1386,0,60,23,1,5.01728,11,1,4.394449,228000,8.242756,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0
1387,1,77,21,1,5.01728,2,1,2.079442,495000,8.768508,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
1388,1,63,21,1,4.962845,4,1,4.26268,230000,8.2027,1,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
1389,0,72,19,0,5.252273,4,0,4.51086,330000,8.430182,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1
1390,1,75,1,1,4.430817,2,0,4.70953,6e+05,8.987197,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0
1391,1,130,20,1,5.303305,3,1,4.663439,780000,8.699515,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1392,0,64,22,1,4.615121,2,1,4.26268,240000,8.229511,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1393,1,87,19,1,4.770685,4,0,4.875197,390000,8.407994,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0
1394,1,80,19,1,4.94876,2,1,4.394449,210000,7.872836,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0
1395,1,71,24,1,5.375278,4,1,4.158883,330000,8.444168,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0
1396,1,65,19,1,5.375278,5,1,4.615121,389000,8.696947,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1
1397,0,89,12,1,4.454347,11,0,4.51086,220000,7.812746,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1
1398,1,163,22,0,6.369901,6,1,4.189655,1170000,8.878764,3,6,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1
1399,1,100,20,1,5.252273,3,1,1.94591,680000,8.824678,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0
1400,0,195,1,1,5.252273,11,0,2.197225,1285000,8.79327,3,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1
1401,1,56,3,1,5.252273,3,1,1.609438,258000,8.435363,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0
1402,0,97,18,1,4.94876,2,0,5.442418,650000,8.810017,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1
1403,0,140,18,1,4.025352,3,0,3.931826,470000,8.118846,1,4,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1404,0,30,18,1,4.110874,11,0,4.158883,125000,8.334872,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1405,1,70,19,1,4.060443,5,0,4.51086,377000,8.591505,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1406,1,130,20,1,5.802118,2,1,4.26268,695000,8.584133,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1407,0,29,19,0,3.931826,11,0,4.615121,93000,8.073059,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0
1408,1,115,24,0,5.802118,10,1,3.135494,490000,8.357229,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1
1409,1,38,12,1,5.01728,2,1,1.94591,180000,8.463126,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0
1410,0,48,19,1,4.615121,4,1,4.110874,229000,8.470276,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1
1411,1,117,20,0,5.303305,3,0,4.795791,780000,8.804875,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1
1412,1,60,1,0,4.615121,2,1,4.110874,160000,7.888585,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1413,0,45,19,0,4.875197,4,0,4.875197,137000,8.021074,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1414,1,104,20,1,5.771441,6,1,4.615121,940000,9.109244,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
1415,1,99,19,1,5.860786,3,1,4.875197,660000,8.804875,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1
1416,0,90,12,1,4.615121,11,0,1.94591,407200,8.41725,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0
1417,1,75,24,1,4.394449,3,1,4.394449,525000,8.853665,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1
1418,1,150,1,0,5.860786,11,0,4.26268,750000,8.517193,2,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1
1419,1,128,2,0,5.525453,6,1,3.044522,565000,8.392551,2,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0
1420,1,42,19,1,4.795791,5,1,4.26268,324000,8.950829,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0
1421,1,145,21,1,5.929589,2,1,4.26268,620000,8.360741,2,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0
1422,1,70,19,1,5.252273,2,0,2.197225,360000,8.545364,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1
1423,0,205,19,1,5.303305,11,0,4.615121,1650000,8.993276,2,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0
1424,1,85,19,1,4.615121,2,0,4.615121,425000,8.517193,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1
1425,1,90,20,1,5.755742,2,1,4.875197,931000,9.244205,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
1426,0,310,18,1,5.252273,11,0,3.433987,399000,7.160144,4,6,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1
1427,1,155,22,1,5.831882,6,1,4.394449,790000,8.536363,2,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0
1428,1,180,20,1,6.089045,5,1,4.51086,890000,8.50602,2,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1
1429,1,60,23,0,5.141664,3,1,4.394449,340000,8.642356,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0
1430,1,116,22,1,5.420535,8,1,4.584967,590000,8.534288,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
1431,0,133,18,0,3.7612,11,0,4.26268,525000,8.280804,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1
1432,1,74,20,1,5.303305,4,1,4.26268,345000,8.447235,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1
1433,1,80,22,0,5.252273,3,1,4.26268,350000,8.383662,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1434,1,80,21,1,5.123964,6,1,4.025352,590000,8.905851,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1
1435,1,110,18,1,5.303305,11,0,3.258097,540000,8.498844,1,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1
1436,1,48,22,1,5.01728,7,1,4.110874,4e+05,9.028019,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0
1437,1,40,20,1,5.01728,6,1,4.26268,239000,8.695339,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1438,1,180,19,0,5.303305,3,1,3.555348,1790000,9.204769,2,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0
1439,1,130,23,0,5.929589,6,1,4.110874,709000,8.604076,2,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
1440,1,47,21,0,4.912655,7,1,4.26268,245000,8.558866,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
1441,1,112,22,1,5.252273,6,1,1.94591,470000,8.341989,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0
1442,0,45,19,0,5.01728,4,0,4.875197,235000,8.560678,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1
1443,1,149,23,0,7.937732,6,1,4.110874,725000,8.489981,2,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1444,1,118,21,1,5.252273,3,1,1.791759,793000,8.812894,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
1445,1,200,19,1,6.47851,2,1,4.624973,1150000,8.656955,3,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1446,1,45,21,1,4.875197,6,1,4.875197,690000,9.637784,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0
1447,0,60,23,1,5.01728,11,1,4.394449,228000,8.242756,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
1448,1,101,21,1,5.01728,2,1,4.26268,675000,8.807347,2,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
1449,1,50,21,1,4.394449,3,1,4.189655,190000,8.242756,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1
1450,0,75,19,0,5.342334,2,1,4.26268,290000,8.260148,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0
1451,1,145,22,1,5.252273,7,1,4.26268,1116000,8.948528,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
1452,1,190,24,1,5.70711,5,1,4.615121,1600000,9.03849,2,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0
1453,1,60,21,1,5.198497,7,1,4.26268,279000,8.444622,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1454,1,70,12,0,3.931826,2,0,2.639057,169000,7.789159,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
1455,1,106,20,1,5.786897,2,1,4.70953,840000,8.977718,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1
1456,1,55,21,1,4.962845,2,1,4.26268,170000,8.036221,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1457,0,85,19,1,4.615121,11,0,4.110874,340000,8.29405,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1
1458,1,120,20,0,5.70711,3,1,4.94876,850000,8.8655,2,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
1459,1,210,21,1,6.216606,4,1,4.875197,1300000,8.730767,2,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1
1460,1,160,22,1,5.111988,6,0,4.110874,430000,7.896367,2,4,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0
